,Year,Round,Home,Away,Margin,HomeWin%
40,2025,5,Melbourne,Essendon,-12.11,36.5
41,2025,5,Richmond,Fremantle,-6.07,43.7
42,2025,5,St Kilda,GWS GIANTS,12.12,62.5
43,2025,5,Port Adelaide,Hawthorn,-7.06,42.1
44,2025,6,Brisbane Lions,Collingwood,13.79,64.1
45,2025,6,North Melbourne,Carlton,-28.11,22.2
46,2025,6,West Coast Eagles,Essendon,-17.59,29.5
47,2025,6,Melbourne,Fremantle,3.68,54.5
48,2025,6,Adelaide Crows,GWS GIANTS,8.35,58.9
49,2025,6,Richmond,Gold Coast SUNS,-13.62,35.3
50,2025,6,Sydney Swans,Port Adelaide,-1.28,48.6
51,2025,6,Western Bulldogs,St Kilda,13.79,65.8
52,2025,6,Geelong Cats,Hawthorn,13.0,64.5
53,2025,7,Melbourne,Richmond,19.78,71.7
54,2025,7,Collingwood,Essendon,21.2,73.1
55,2025,7,Fremantle,Adelaide Crows,6.46,56.7
56,2025,7,St Kilda,Brisbane Lions,-9.01,39.9
57,2025,7,Port Adelaide,North Melbourne,48.3,91.8
58,2025,7,GWS GIANTS,Western Bulldogs,0.58,50.6
59,2025,7,Gold Coast SUNS,Sydney Swans,11.63,63.8
60,2025,7,Carlton,Geelong Cats,-7.23,41.5
61,2025,7,Hawthorn,West Coast Eagles,48.42,86.9
62,2025,8,Essendon,North Melbourne,29.13,79.3
63,2025,8,St Kilda,Fremantle,7.87,59.5
64,2025,8,Western Bulldogs,Port Adelaide,21.58,73.9
65,2025,8,Adelaide Crows,Carlton,4.5,55.1
66,2025,8,Collingwood,Geelong Cats,10.96,62.4
67,2025,8,West Coast Eagles,Melbourne,-13.07,36.4
68,2025,8,Sydney Swans,GWS GIANTS,5.1,56.0
69,2025,8,Hawthorn,Richmond,37.38,83.9
70,2025,8,Brisbane Lions,Gold Coast SUNS,24.73,77.5
71,2025,9,Fremantle,Collingwood,-9.35,38.3
72,2025,9,St Kilda,Carlton,2.64,53.4
73,2025,9,Melbourne,Hawthorn,-21.54,26.4
74,2025,9,Essendon,Sydney Swans,-7.55,40.6
75,2025,9,Gold Coast SUNS,Western Bulldogs,6.02,57.9
76,2025,9,Port Adelaide,Adelaide Crows,-7.17,42.7
77,2025,9,Richmond,West Coast Eagles,16.29,66.6
78,2025,9,Geelong Cats,GWS GIANTS,25.97,73.5
79,2025,9,North Melbourne,Brisbane Lions,-39.63,10.7
80,2025,10,Gold Coast SUNS,Hawthorn,1.14,51.3
81,2025,10,Sydney Swans,Carlton,6.42,59.3
82,2025,10,Collingwood,Adelaide Crows,20.57,69.5
83,2025,10,Port Adelaide,Geelong Cats,-3.6,45.6
84,2025,10,GWS GIANTS,Fremantle,23.27,72.5
85,2025,10,Western Bulldogs,Essendon,13.14,67.0
86,2025,10,Richmond,North Melbourne,10.82,63.8
87,2025,10,Brisbane Lions,Melbourne,30.06,82.9
88,2025,10,West Coast Eagles,St Kilda,-16.96,29.9
89,2025,11,Geelong Cats,Western Bulldogs,14.97,66.1
90,2025,11,Essendon,Richmond,16.85,70.9
91,2025,11,Carlton,GWS GIANTS,8.83,59.5
92,2025,11,Hawthorn,Brisbane Lions,13.17,64.6
93,2025,11,North Melbourne,Collingwood,-32.35,19.2
94,2025,11,Fremantle,Port Adelaide,12.13,64.3
95,2025,11,Adelaide Crows,West Coast Eagles,37.15,85.2
96,2025,11,Melbourne,Sydney Swans,-4.5,44.5
97,2025,11,St Kilda,Gold Coast SUNS,8.56,59.8
98,2025,12,Brisbane Lions,Essendon,32.59,82.3
99,2025,12,Collingwood,Hawthorn,17.76,69.7
100,2025,12,Gold Coast SUNS,Fremantle,20.46,73.8
101,2025,12,GWS GIANTS,Richmond,30.47,81.5
102,2025,12,Sydney Swans,Adelaide Crows,-4.95,44.5
103,2025,12,Melbourne,St Kilda,2.3,52.8
104,2025,12,West Coast Eagles,Geelong Cats,-30.14,21.2
105,2025,13,Western Bulldogs,Hawthorn,18.64,70.6
106,2025,13,Adelaide Crows,Brisbane Lions,6.07,56.6
107,2025,13,Richmond,Sydney Swans,-6.81,41.0
108,2025,13,Geelong Cats,Gold Coast SUNS,34.2,83.9
109,2025,13,GWS GIANTS,Port Adelaide,2.38,53.0
110,2025,13,North Melbourne,West Coast Eagles,3.76,54.9
111,2025,13,Carlton,Essendon,6.81,59.7
112,2025,13,Melbourne,Collingwood,-16.03,32.3
113,2025,14,St Kilda,Western Bulldogs,-5.27,44.1
114,2025,14,Hawthorn,Adelaide Crows,6.53,57.5
115,2025,14,Brisbane Lions,GWS GIANTS,32.45,82.3
116,2025,14,Essendon,Geelong Cats,-32.18,16.2
117,2025,14,North Melbourne,Fremantle,-19.85,27.4
118,2025,14,Port Adelaide,Melbourne,2.66,53.1
119,2025,14,West Coast Eagles,Carlton,-26.71,22.9
120,2025,15,Fremantle,Essendon,18.81,71.9
121,2025,15,Geelong Cats,Brisbane Lions,20.05,73.3
122,2025,15,Carlton,North Melbourne,33.14,82.0
123,2025,15,Port Adelaide,Sydney Swans,10.67,61.9
124,2025,15,Collingwood,St Kilda,27.9,81.5
125,2025,15,GWS GIANTS,Gold Coast SUNS,7.29,58.8
126,2025,15,Western Bulldogs,Richmond,39.43,86.2
127,2025,16,Port Adelaide,Carlton,-1.34,48.3
128,2025,16,Sydney Swans,Western Bulldogs,-9.2,38.7
129,2025,16,Gold Coast SUNS,Melbourne,17.72,70.8
130,2025,16,Hawthorn,North Melbourne,41.28,89.1
131,2025,16,Collingwood,West Coast Eagles,54.62,93.2
132,2025,16,Richmond,Adelaide Crows,-19.6,30.4
133,2025,16,Fremantle,St Kilda,13.85,67.2
134,2025,17,North Melbourne,Western Bulldogs,-33.9,16.2
135,2025,17,Carlton,Collingwood,-17.1,32.1
136,2025,17,West Coast Eagles,GWS GIANTS,-16.25,33.8
137,2025,17,Essendon,Gold Coast SUNS,-2.61,46.7
138,2025,17,Geelong Cats,Richmond,47.45,91.9
139,2025,17,Brisbane Lions,Port Adelaide,25.53,75.8
140,2025,17,St Kilda,Hawthorn,-11.18,38.2
141,2025,17,Sydney Swans,Fremantle,6.91,58.1
142,2025,17,Adelaide Crows,Melbourne,17.33,70.3
143,2025,18,Carlton,Brisbane Lions,-10.19,38.8
144,2025,18,Gold Coast SUNS,Collingwood,0.16,50.2
145,2025,18,Western Bulldogs,Adelaide Crows,13.82,66.3
146,2025,18,GWS GIANTS,Geelong Cats,-9.07,39.4
147,2025,18,Richmond,Essendon,-10.65,38.6
148,2025,18,Fremantle,Hawthorn,1.95,52.4
149,2025,18,Melbourne,North Melbourne,32.77,79.9
150,2025,18,St Kilda,Sydney Swans,-1.94,47.9
151,2025,18,Port Adelaide,West Coast Eagles,24.11,72.8
152,2025,19,Essendon,GWS GIANTS,-16.45,29.1
153,2025,19,Brisbane Lions,Western Bulldogs,15.78,66.9
154,2025,19,Hawthorn,Port Adelaide,12.26,64.0
155,2025,19,Sydney Swans,North Melbourne,34.04,85.6
156,2025,19,Carlton,Melbourne,-5.47,43.4
157,2025,19,West Coast Eagles,Richmond,7.22,58.4
158,2025,19,Geelong Cats,St Kilda,35.94,84.7
159,2025,19,Collingwood,Fremantle,29.08,80.8
160,2025,19,Adelaide Crows,Gold Coast SUNS,33.38,83.6
161,2025,20,Hawthorn,Carlton,12.17,65.1
162,2025,20,Essendon,Western Bulldogs,-15.38,31.9
163,2025,20,GWS GIANTS,Sydney Swans,7.36,58.9
164,2025,20,Gold Coast SUNS,Brisbane Lions,-3.22,46.5
165,2025,20,Fremantle,West Coast Eagles,35.04,81.9
166,2025,20,North Melbourne,Geelong Cats,-40.66,13.1
167,2025,20,Adelaide Crows,Port Adelaide,16.9,68.0
168,2025,20,Richmond,Collingwood,-42.74,9.6
169,2025,20,St Kilda,Melbourne,-4.81,44.4
170,2025,21,Western Bulldogs,GWS GIANTS,19.93,70.5
171,2025,21,Adelaide Crows,Hawthorn,8.28,59.1
172,2025,21,Melbourne,West Coast Eagles,37.06,82.9
173,2025,21,Gold Coast SUNS,Richmond,36.52,85.7
174,2025,21,Sydney Swans,Essendon,15.04,68.8
175,2025,21,Collingwood,Brisbane Lions,7.44,58.4
176,2025,21,St Kilda,North Melbourne,27.46,78.5
177,2025,21,Geelong Cats,Port Adelaide,36.09,83.9
178,2025,21,Fremantle,Carlton,13.2,66.3
179,2025,22,Hawthorn,Collingwood,-8.47,40.4
180,2025,22,Geelong Cats,Essendon,37.31,86.9
181,2025,22,Richmond,St Kilda,-13.52,33.2
182,2025,22,Brisbane Lions,Sydney Swans,27.64,78.5
183,2025,22,Carlton,Gold Coast SUNS,10.98,62.6
184,2025,22,Port Adelaide,Fremantle,4.71,55.5
185,2025,22,GWS GIANTS,North Melbourne,32.11,83.1
186,2025,22,Melbourne,Western Bulldogs,-5.07,44.4
187,2025,22,West Coast Eagles,Adelaide Crows,-32.7,19.7
188,2025,23,Essendon,St Kilda,-14.387,33.25
189,2025,23,Fremantle,Brisbane Lions,-15.964,32.75
190,2025,23,Gold Coast SUNS,GWS GIANTS,7.6315,57.699999999999996
191,2025,23,Carlton,Port Adelaide,1.2745,51.4
192,2025,23,Hawthorn,Melbourne,-0.913,48.05
193,2025,23,Adelaide Crows,Collingwood,-6.4935,42.449999999999996
194,2025,23,North Melbourne,Richmond,-12.71,36.85
195,2025,23,Sydney Swans,Geelong Cats,-17.152,33.5
196,2025,23,Western Bulldogs,West Coast Eagles,45.032,89.5
197,2025,24,GWS GIANTS,St Kilda,7.378,57.9
198,2025,24,North Melbourne,Adelaide Crows,-40.603,12.049999999999999
199,2025,24,Western Bulldogs,Fremantle,16.589,67.4
200,2025,24,Collingwood,Melbourne,8.686,59.199999999999996
201,2025,24,Richmond,Geelong Cats,-44.212,10.35
202,2025,24,Essendon,Carlton,-18.511,28.999999999999996
203,2025,24,Brisbane Lions,Hawthorn,6.2325,56.8
204,2025,24,Gold Coast SUNS,Essendon,19.4715,70.75
205,2025,24,Port Adelaide,Gold Coast SUNS,-0.0105,48.8
206,2025,24,West Coast Eagles,Sydney Swans,-27.9765,22.650000000000002
